State,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Policy Type,Policy,Renew Offer Type,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
Oregon,Basic,College,2/22/2011,Disabled,F,14616,Suburban,Married,107,22,73,3,Personal Auto,Personal L3,Offer1,513.6,SUV,Medsize,8126.766397
California,Basic,Master,1/20/2011,Unemployed,F,0,Suburban,Divorced,74,4,30,1,Personal Auto,Personal L3,Offer2,355.2,Four-Door Car,Medsize,2774.799523
Oregon,Premium,High School or Below,1/6/2011,Employed,F,88590,Rural,Married,107,0,57,1,Personal Auto,Personal L2,Offer3,41.721538,Two-Door Car,Medsize,4300.901435
Washington,Basic,High School or Below,2/3/2011,Employed,F,60445,Urban,Married,65,8,53,8,Personal Auto,Personal L1,Offer2,279.450351,Four-Door Car,Medsize,5221.14469
Nevada,Basic,High School or Below,1/4/2011,Employed,F,40602,Urban,Single,105,14,84,2,Personal Auto,Personal L3,Offer2,459.895876,Sports Car,Medsize,12383.5306
Oregon,Basic,College,1/6/2011,Employed,F,66795,Urban,Married,64,14,71,2,Personal Auto,Personal L3,Offer3,238.032027,Four-Door Car,Medsize,7680.748159
Oregon,Extended,Doctor,1/8/2011,Employed,F,37384,Suburban,Married,99,9,17,1,Personal Auto,Personal L3,Offer2,475.2,Four-Door Car,Medsize,4014.453113
Arizona,Basic,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Single,61,17,1,7,Personal Auto,Personal L3,Offer1,292.8,Four-Door Car,Small,4250.282624
Arizona,Basic,Master,1/1/2011,Employed,F,28264,Urban,Divorced,61,22,12,6,Corporate Auto,Corporate L2,Offer1,167.889924,Four-Door Car,Medsize,4624.557568
Arizona,Extended,Bachelor,1/20/2011,Employed,F,33806,Urban,Divorced,89,32,59,2,Special Auto,Special L3,Offer2,395.729716,Four-Door Car,Medsize,27789.69235
California,Extended,High School or Below,1/29/2011,Employed,M,79980,Suburban,Married,91,22,75,3,Personal Auto,Personal L3,Offer2,629.82071,Two-Door Car,Medsize,7345.897176
Oregon,Extended,High School or Below,1/5/2011,Employed,F,64706,Rural,Single,135,0,30,1,Corporate Auto,Corporate L2,Offer1,77.129691,SUV,Medsize,5323.866117
Nevada,Basic,College,1/19/2011,Employed,F,29660,Urban,Married,112,29,71,1,Personal Auto,Personal L3,Offer1,334.133949,SUV,Small,4426.096934
Oregon,Extended,Bachelor,2/21/2011,Employed,F,26313,Suburban,Single,87,6,77,7,Corporate Auto,Corporate L2,Offer1,417.6,Two-Door Car,Medsize,6852.36423
Oregon,Extended,Bachelor,1/25/2011,Medical Leave,M,19861,Suburban,Married,93,27,21,1,Corporate Auto,Corporate L1,Offer2,446.4,Four-Door Car,Medsize,3534.337809
Oregon,Basic,College,2/10/2011,Employed,F,75648,Rural,Married,108,28,10,1,Personal Auto,Personal L2,Offer2,112.660916,SUV,Large,4349.30875
Oregon,Premium,College,2/10/2011,Employed,F,33992,Suburban,Single,194,15,46,2,Personal Auto,Personal L3,Offer1,931.2,SUV,Medsize,29676.81386
Nevada,Basic,Bachelor,1/31/2011,Unemployed,F,0,Suburban,Single,109,19,49,2,Personal Auto,Personal L1,Offer1,784.8,SUV,Medsize,24238.66071
California,Basic,College,1/26/2011,Medical Leave,F,25370,Suburban,Married,102,10,77,2,Personal Auto,Personal L2,Offer1,489.6,Sports Car,Large,11638.89947
Arizona,Basic,College,1/3/2011,Employed,M,98036,Suburban,Married,113,18,92,2,Personal Auto,Personal L2,Offer2,662.444819,SUV,Medsize,13559.39395
California,Basic,College,2/26/2011,Employed,F,40864,Rural,Married,109,16,70,1,Personal Auto,Personal L3,Offer1,166.937747,SUV,Medsize,4282.947971
California,Basic,Bachelor,1/19/2011,Employed,F,21150,Suburban,Married,116,8,1,4,Personal Auto,Personal L3,Offer4,833.417104,SUV,Medsize,9144.856285
California,Basic,College,2/3/2011,Employed,F,49057,Rural,Single,63,16,52,2,Personal Auto,Personal L3,Offer2,29.618152,Two-Door Car,Medsize,7434.270631
California,Extended,High School or Below,1/14/2011,Employed,F,97658,Suburban,Married,76,7,82,3,Personal Auto,Personal L3,Offer1,364.8,Four-Door Car,Medsize,6159.011684
California,Basic,Bachelor,1/27/2011,Unemployed,M,0,Suburban,Married,109,10,70,1,Personal Auto,Personal L1,Offer1,765.906271,SUV,Medsize,3883.398053
Oregon,Basic,Bachelor,1/12/2011,Employed,F,25634,Rural,Married,67,12,53,2,Personal Auto,Personal L2,Offer4,144.728404,Four-Door Car,Medsize,10622.51656
California,Basic,High School or Below,1/24/2011,Employed,M,56154,Suburban,Single,67,6,26,4,Personal Auto,Personal L3,Offer3,386.160674,Two-Door Car,Small,5257.241485
Arizona,Basic,Bachelor,2/9/2011,Employed,M,90892,Rural,Married,61,1,31,6,Personal Auto,Personal L2,Offer2,102.322529,Two-Door Car,Medsize,4881.394894
Nevada,Basic,College,1/27/2011,Unemployed,F,0,Suburban,Single,68,19,2,2,Personal Auto,Personal L2,Offer1,326.4,Four-Door Car,Large,13197.92893
Oregon,Basic,Doctor,2/2/2011,Employed,M,72960,Rural,Single,68,11,17,5,Personal Auto,Personal L2,Offer1,143.535826,Four-Door Car,Medsize,5334.183231
California,Basic,High School or Below,1/6/2011,Unemployed,F,0,Suburban,Single,73,4,71,8,Personal Auto,Personal L3,Offer3,525.6,Two-Door Car,Small,4965.491316
Oregon,Extended,Bachelor,2/17/2011,Employed,F,54507,Suburban,Married,138,20,11,1,Corporate Auto,Corporate L2,Offer2,702.990032,SUV,Medsize,5470.060561
Arizona,Extended,College,1/4/2011,Employed,F,81190,Urban,Married,92,9,87,1,Corporate Auto,Corporate L3,Offer2,356.563616,Two-Door Car,Small,3713.790822
Oregon,Basic,College,2/13/2011,Employed,F,28204,Suburban,Married,73,6,12,1,Personal Auto,Personal L3,Offer2,486.987555,Four-Door Car,Medsize,2894.583582
Oregon,Basic,High School or Below,2/7/2011,Unemployed,M,0,Suburban,Single,66,5,40,1,Personal Auto,Personal L3,Offer3,475.2,Two-Door Car,Large,1940.981221
California,Basic,Master,2/13/2011,Employed,F,26441,Urban,Married,66,32,20,1,Corporate Auto,Corporate L1,Offer1,210.641776,Two-Door Car,Medsize,2647.204207
Oregon,Basic,Bachelor,2/6/2011,Employed,F,42650,Rural,Married,69,10,92,5,Personal Auto,Personal L1,Offer3,35.565605,Four-Door Car,Medsize,5461.967787
Washington,Basic,High School or Below,2/23/2011,Employed,M,29195,Suburban,Divorced,68,2,46,1,Personal Auto,Personal L2,Offer2,448.181396,Two-Door Car,Small,2661.82351
Arizona,Basic,High School or Below,1/29/2011,Retired,F,22283,Suburban,Divorced,65,16,93,1,Special Auto,Special L3,Offer1,572.072106,Four-Door Car,Medsize,2397.036098
Arizona,Basic,College,2/7/2011,Disabled,M,15383,Suburban,Married,61,10,36,4,Corporate Auto,Corporate L3,Offer4,292.8,Two-Door Car,Medsize,4567.874448
California,Basic,Bachelor,2/5/2011,Disabled,M,16101,Suburban,Divorced,74,16,10,3,Personal Auto,Personal L2,Offer3,437.608909,Four-Door Car,Small,5534.569714
Oregon,Extended,Bachelor,2/14/2011,Retired,M,27681,Suburban,Married,83,13,62,9,Personal Auto,Personal L3,Offer2,398.4,Two-Door Car,Medsize,6057.07208
Arizona,Extended,Bachelor,2/27/2011,Employed,F,72540,Suburban,Married,88,7,3,2,Personal Auto,Personal L3,Offer2,631.743039,Two-Door Car,Medsize,10656.88195
Washington,Basic,Bachelor,1/28/2011,Employed,F,42780,Suburban,Single,181,11,43,5,Personal Auto,Personal L3,Offer1,868.8,Luxury SUV,Medsize,13798.47871
Washington,Basic,Bachelor,1/17/2011,Employed,F,57882,Suburban,Single,115,1,61,2,Corporate Auto,Corporate L3,Offer1,552,SUV,Medsize,18060.47947
Nevada,Basic,College,1/2/2011,Employed,F,60060,Urban,Married,67,24,12,1,Personal Auto,Personal L3,Offer4,320.629479,Four-Door Car,Medsize,2690.477161
California,Extended,College,1/11/2011,Employed,M,61160,Urban,Single,96,2,71,3,Corporate Auto,Corporate L2,Offer1,354.530239,Two-Door Car,Small,7409.083969
Oregon,Basic,College,2/20/2011,Employed,F,93416,Urban,Married,62,5,16,6,Personal Auto,Personal L1,Offer2,246.249051,Two-Door Car,Medsize,4991.535369
Arizona,Premium,College,1/3/2011,Employed,F,83220,Suburban,Married,110,9,42,1,Personal Auto,Personal L1,Offer3,528,Four-Door Car,Medsize,4434.028141
Oregon,Extended,High School or Below,2/11/2011,Employed,M,31226,Suburban,Married,93,31,68,2,Personal Auto,Personal L2,Offer1,446.4,Four-Door Car,Medsize,14748.92373
California,Extended,High School or Below,1/7/2011,Employed,F,66982,Suburban,Married,121,12,13,1,Corporate Auto,Corporate L3,Offer2,871.2,SUV,Medsize,4916.373221
Oregon,Basic,Bachelor,2/3/2011,Unemployed,M,0,Suburban,Single,61,32,85,2,Corporate Auto,Corporate L3,Offer3,292.8,Two-Door Car,Medsize,12495.73971
Nevada,Premium,Bachelor,1/25/2011,Unemployed,M,0,Suburban,Married,117,8,89,2,Personal Auto,Personal L1,Offer2,561.6,Four-Door Car,Medsize,12877.7765
Washington,Extended,Doctor,2/20/2011,Employed,M,27354,Suburban,Married,86,2,13,7,Personal Auto,Personal L3,Offer4,412.8,Two-Door Car,Medsize,6775.924167
Washington,Extended,Doctor,2/14/2011,Employed,M,61726,Suburban,Married,96,33,30,4,Personal Auto,Personal L3,Offer2,689.507724,Two-Door Car,Medsize,7540.911474
Arizona,Premium,College,1/19/2011,Employed,M,66839,Suburban,Single,154,33,24,1,Personal Auto,Personal L3,Offer2,739.2,Sports Car,Medsize,5989.773931
California,Extended,College,2/10/2011,Employed,M,60433,Suburban,Married,77,0,64,2,Personal Auto,Personal L1,Offer2,369.6,Four-Door Car,Medsize,9171.000967
California,Extended,Bachelor,2/18/2011,Disabled,M,11538,Suburban,Married,82,35,22,2,Corporate Auto,Corporate L3,Offer3,393.6,Four-Door Car,Medsize,21528.56723
Nevada,Basic,High School or Below,2/16/2011,Employed,M,67837,Suburban,Married,69,19,17,1,Personal Auto,Personal L3,Offer2,430.477436,Four-Door Car,Medsize,2675.569927
California,Basic,Bachelor,2/14/2011,Employed,F,40032,Suburban,Married,118,1,50,7,Personal Auto,Personal L3,Offer1,717.763724,SUV,Medsize,9246.223462
Washington,Basic,Master,1/13/2011,Employed,M,41126,Urban,Divorced,61,28,89,8,Corporate Auto,Corporate L2,Offer3,199.281404,Four-Door Car,Medsize,4860.580033
California,Basic,College,1/26/2011,Employed,M,65176,Suburban,Married,62,24,32,1,Personal Auto,Personal L3,Offer2,297.6,Four-Door Car,Medsize,2471.145145
Oregon,Basic,Bachelor,1/18/2011,Employed,F,34717,Suburban,Married,70,7,33,1,Special Auto,Special L2,Offer1,336,Four-Door Car,Medsize,2760.954751
California,Extended,College,1/19/2011,Unemployed,M,0,Suburban,Married,122,27,2,1,Personal Auto,Personal L1,Offer2,725.870693,SUV,Medsize,4270.034394
Arizona,Extended,High School or Below,1/15/2011,Unemployed,F,0,Suburban,Single,89,15,83,1,Personal Auto,Personal L1,Offer3,640.8,Four-Door Car,Medsize,3136.082008
California,Premium,Master,1/15/2011,Unemployed,M,0,Suburban,Single,110,7,90,5,Personal Auto,Personal L3,Offer1,528,Four-Door Car,Medsize,7755.209719
Washington,Basic,Bachelor,1/29/2011,Unemployed,F,0,Rural,Married,67,29,40,9,Personal Auto,Personal L1,Offer1,132.443705,Two-Door Car,Medsize,4927.707574
Oregon,Extended,Bachelor,1/7/2011,Unemployed,M,0,Suburban,Married,95,6,99,5,Personal Auto,Personal L3,Offer4,456,Four-Door Car,Medsize,6661.744145
California,Extended,High School or Below,1/9/2011,Employed,M,44379,Suburban,Married,83,10,12,8,Special Auto,Special L3,Offer2,398.4,Four-Door Car,Medsize,6529.911496
Oregon,Extended,College,2/15/2011,Unemployed,F,0,Suburban,Single,94,3,40,1,Corporate Auto,Corporate L1,Offer3,676.8,Four-Door Car,Large,3293.245706
Arizona,Extended,High School or Below,1/2/2011,Employed,M,82730,Urban,Married,127,13,31,1,Corporate Auto,Corporate L3,Offer2,442.521087,SUV,Large,5154.764074
Washington,Extended,High School or Below,1/27/2011,Employed,F,37995,Suburban,Married,139,16,50,1,Personal Auto,Personal L2,Offer1,667.2,SUV,Medsize,5597.12496
California,Basic,Bachelor,1/13/2011,Unemployed,F,0,Suburban,Single,73,9,28,2,Personal Auto,Personal L3,Offer3,350.4,Two-Door Car,Medsize,20766.66918
Oregon,Basic,Doctor,1/28/2011,Employed,F,85018,Rural,Married,68,22,54,6,Personal Auto,Personal L1,Offer1,62.837764,Four-Door Car,Large,5423.136755
Oregon,Extended,Bachelor,2/4/2011,Unemployed,M,0,Suburban,Single,89,1,84,4,Personal Auto,Personal L3,Offer1,640.8,Two-Door Car,Medsize,5553.362689
California,Basic,Bachelor,2/8/2011,Unemployed,F,0,Suburban,Married,73,18,45,5,Corporate Auto,Corporate L1,Offer1,350.4,Four-Door Car,Medsize,5504.139033
California,Basic,High School or Below,2/5/2011,Employed,M,72109,Suburban,Married,105,31,34,2,Personal Auto,Personal L3,Offer2,504,Sports Car,Medsize,12663.99057
Arizona,Basic,Bachelor,1/13/2011,Employed,M,67798,Suburban,Divorced,69,1,78,9,Personal Auto,Personal L1,Offer1,331.2,Four-Door Car,Medsize,5548.031892
Washington,Basic,High School or Below,1/28/2011,Unemployed,F,0,Suburban,Divorced,118,10,69,1,Personal Auto,Personal L3,Offer1,670.656551,SUV,Medsize,4389.945709
Oregon,Basic,Bachelor,1/22/2011,Unemployed,F,0,Suburban,Single,74,19,50,1,Corporate Auto,Corporate L1,Offer2,532.8,Four-Door Car,Medsize,2604.84712
Oregon,Basic,College,2/24/2011,Employed,M,80714,Suburban,Married,72,18,12,1,Personal Auto,Personal L3,Offer2,345.6,Four-Door Car,Small,2918.576189
California,Basic,High School or Below,2/11/2011,Employed,M,38667,Urban,Married,63,9,21,1,Personal Auto,Personal L3,Offer2,293.070538,Four-Door Car,Medsize,2487.649473
Oregon,Premium,Bachelor,1/8/2011,Employed,F,34430,Rural,Divorced,117,16,51,8,Personal Auto,Personal L3,Offer1,232.875794,Four-Door Car,Medsize,9082.833891
Oregon,Basic,High School or Below,1/30/2011,Employed,F,83576,Suburban,Married,69,35,72,5,Personal Auto,Personal L3,Offer3,331.2,Two-Door Car,Medsize,5557.934118
Nevada,Basic,Bachelor,1/26/2011,Employed,F,35625,Urban,Married,65,10,56,3,Personal Auto,Personal L3,Offer2,288.572108,Four-Door Car,Medsize,5107.163002
Washington,Extended,College,1/29/2011,Employed,F,85718,Urban,Single,139,4,98,1,Personal Auto,Personal L3,Offer1,540.173933,Sports Car,Medsize,5570.21583
California,Basic,High School or Below,2/5/2011,Employed,F,74454,Suburban,Single,71,25,29,3,Personal Auto,Personal L3,Offer2,340.8,Four-Door Car,Medsize,5595.389905
Nevada,Extended,College,2/25/2011,Employed,M,66146,Urban,Single,96,2,38,2,Personal Auto,Personal L3,Offer4,250.697824,Two-Door Car,Medsize,11243.90285
Oregon,Extended,High School or Below,2/4/2011,Unemployed,M,0,Suburban,Single,88,18,7,5,Personal Auto,Personal L2,Offer1,1034.799615,Four-Door Car,Medsize,6113.869984
California,Basic,Bachelor,2/14/2011,Retired,F,13215,Suburban,Married,74,30,17,3,Corporate Auto,Corporate L3,Offer1,443.772927,Four-Door Car,Small,5271.372558
Oregon,Basic,High School or Below,1/29/2011,Employed,M,62302,Suburban,Single,70,7,7,1,Personal Auto,Personal L2,Offer2,504,Four-Door Car,Small,2746.921502
Nevada,Extended,High School or Below,1/17/2011,Unemployed,F,0,Suburban,Married,124,13,31,1,Corporate Auto,Corporate L1,Offer2,630.85509,Sports Car,Medsize,4729.970205
Oregon,Basic,High School or Below,2/3/2011,Employed,F,52583,Urban,Single,113,12,59,7,Special Auto,Special L2,Offer1,528.20086,SUV,Small,8879.790017
Arizona,Extended,Bachelor,1/2/2011,Disabled,M,22076,Suburban,Single,85,30,53,1,Personal Auto,Personal L2,Offer1,422.765363,Four-Door Car,Medsize,3106.48254
Arizona,Basic,Bachelor,2/1/2011,Employed,M,94527,Rural,Married,73,16,32,3,Personal Auto,Personal L1,Offer1,41.464402,Four-Door Car,Medsize,5860.16743
Arizona,Premium,High School or Below,1/21/2011,Employed,F,34337,Suburban,Married,113,20,44,9,Personal Auto,Personal L1,Offer2,542.4,Four-Door Car,Large,9035.671134
Nevada,Premium,Master,2/25/2011,Employed,F,29053,Rural,Married,181,34,52,1,Personal Auto,Personal L3,Offer3,404.95431,Sports Car,Small,7256.576235
Oregon,Basic,High School or Below,1/17/2011,Unemployed,F,0,Suburban,Single,68,2,82,2,Personal Auto,Personal L1,Offer1,326.4,Two-Door Car,Small,14428.86926
Oregon,Basic,College,1/1/2011,Employed,F,62506,Suburban,Married,69,3,90,1,Personal Auto,Personal L1,Offer1,331.2,Two-Door Car,Large,2787.501453
California,Basic,Bachelor,2/11/2011,Unemployed,F,0,Rural,Married,65,7,14,6,Personal Auto,Personal L2,Offer3,129.165554,Two-Door Car,Large,4845.002948
Arizona,Basic,Bachelor,1/10/2011,Employed,M,45404,Urban,Married,70,13,11,6,Corporate Auto,Corporate L3,Offer4,266.144648,Two-Door Car,Medsize,5460.315095
California,Extended,Bachelor,1/17/2011,Employed,M,28773,Suburban,Single,229,14,72,2,Personal Auto,Personal L1,Offer4,1099.2,Luxury Car,Medsize,26511.60445
Nevada,Extended,College,1/18/2011,Employed,F,24019,Rural,Married,79,14,27,1,Personal Auto,Personal L3,Offer3,47.22861,Four-Door Car,Medsize,3141.333694
Nevada,Basic,Bachelor,1/16/2011,Unemployed,F,0,Suburban,Single,71,6,65,1,Special Auto,Special L3,Offer1,340.8,Four-Door Car,Medsize,2545.056879
Arizona,Basic,College,2/15/2011,Employed,F,23666,Suburban,Married,104,7,76,9,Personal Auto,Personal L3,Offer1,499.2,SUV,Medsize,8355.958185
Oregon,Extended,Bachelor,2/1/2011,Employed,M,36794,Suburban,Single,99,0,75,1,Personal Auto,Personal L3,Offer1,712.8,Four-Door Car,Large,3837.492458
Oregon,Basic,Bachelor,2/28/2011,Disabled,F,25163,Suburban,Married,67,32,18,1,Corporate Auto,Corporate L2,Offer2,321.6,Two-Door Car,Small,2534.990075
Nevada,Basic,Doctor,1/23/2011,Employed,M,66156,Suburban,Married,72,11,66,6,Personal Auto,Personal L2,Offer2,345.6,Four-Door Car,Medsize,5762.472144
California,Extended,Bachelor,2/2/2011,Unemployed,F,0,Suburban,Divorced,76,7,84,2,Personal Auto,Personal L1,Offer2,364.8,Four-Door Car,Medsize,15936.5764
Arizona,Basic,High School or Below,1/27/2011,Disabled,M,10147,Suburban,Married,67,15,52,2,Personal Auto,Personal L3,Offer4,459.276664,Four-Door Car,Medsize,12552.64705
Arizona,Basic,College,1/19/2011,Unemployed,F,0,Suburban,Divorced,64,4,61,1,Corporate Auto,Corporate L2,Offer1,381.062306,Four-Door Car,Medsize,2352.3679
Oregon,Basic,College,2/17/2011,Employed,F,95765,Suburban,Married,61,14,80,3,Personal Auto,Personal L3,Offer1,352.089317,Four-Door Car,Medsize,4935.642812
Oregon,Basic,College,1/4/2011,Employed,F,60752,Suburban,Married,67,4,19,7,Personal Auto,Personal L1,Offer1,414.106436,Four-Door Car,Medsize,5356.137712
Oregon,Basic,High School or Below,2/9/2011,Unemployed,M,0,Suburban,Married,104,27,13,1,Personal Auto,Personal L2,Offer2,499.2,SUV,Large,3740.404374
California,Basic,College,1/29/2011,Employed,F,31058,Urban,Married,67,5,19,1,Personal Auto,Personal L1,Offer4,309.424708,Two-Door Car,Medsize,2489.387507
California,Extended,High School or Below,1/29/2011,Medical Leave,M,13542,Suburban,Married,94,5,35,8,Personal Auto,Personal L3,Offer1,451.2,Four-Door Car,Small,7188.292633
Arizona,Extended,Bachelor,2/22/2011,Employed,F,25270,Suburban,Married,99,34,87,2,Personal Auto,Personal L2,Offer2,712.8,Two-Door Car,Small,35022.45478
Arizona,Basic,Bachelor,1/5/2011,Medical Leave,F,24152,Suburban,Married,72,17,28,1,Personal Auto,Personal L2,Offer3,345.6,Four-Door Car,Large,2661.729688
Washington,Basic,College,2/6/2011,Employed,F,60282,Rural,Married,102,23,87,2,Corporate Auto,Corporate L3,Offer1,120.083224,SUV,Large,12200.78537
California,Basic,High School or Below,2/2/2011,Employed,F,40252,Suburban,Divorced,104,12,60,2,Personal Auto,Personal L3,Offer1,499.2,Sports Car,Medsize,29006.67071
Nevada,Basic,College,1/20/2011,Retired,M,28142,Suburban,Married,105,18,50,1,Personal Auto,Personal L3,Offer2,701.708239,Sports Car,Medsize,3873.647046
California,Basic,High School or Below,1/15/2011,Employed,M,95697,Rural,Married,61,16,55,1,Corporate Auto,Corporate L3,Offer2,114.273025,Two-Door Car,Medsize,2471.528431
California,Basic,Bachelor,1/10/2011,Employed,M,89771,Rural,Married,67,10,9,1,Personal Auto,Personal L2,Offer2,104.123179,Two-Door Car,Medsize,2688.860687
California,Basic,Master,1/19/2011,Employed,M,79751,Suburban,Married,63,15,67,1,Personal Auto,Personal L3,Offer3,392.235698,Two-Door Car,Small,2551.226692
Oregon,Basic,High School or Below,2/22/2011,Unemployed,F,0,Suburban,Single,69,27,56,7,Corporate Auto,Corporate L2,Offer3,331.2,Four-Door Car,Medsize,4949.525372
California,Extended,High School or Below,1/30/2011,Employed,F,45032,Rural,Married,77,13,35,3,Personal Auto,Personal L2,Offer2,36.818178,Four-Door Car,Medsize,6143.898219
Arizona,Basic,Master,2/17/2011,Employed,M,62277,Rural,Single,113,9,68,8,Corporate Auto,Corporate L3,Offer3,249.799752,SUV,Medsize,8837.334639
Oregon,Extended,Bachelor,2/19/2011,Unemployed,F,0,Suburban,Married,87,13,76,2,Personal Auto,Personal L3,Offer3,417.6,Four-Door Car,Small,9517.07801
Arizona,Basic,Bachelor,1/23/2011,Employed,F,40525,Rural,Married,73,3,27,1,Personal Auto,Personal L3,Offer2,123.790553,Four-Door Car,Medsize,2879.63179
